Name,Nation,Team,Position,Age,Playing Time: matches played,Playing Time: starts,Playing Time: minutes,Performance: goals,Performance: assists,Performance: yellow cards,Performance: red cards,Expected: expected goals (xG),Expected: expected Assist Goals (xAG),Progression: PrgC,Progression: PrgP,Progression: PrgR,Per 90 minutes: Gls,Per 90 minutes: Ast,Per 90 minutes: xG,Per 90 minutes: xGA,Performance: goals against per 90mins (GA90),Performance: Save%,Performance: CS%,Penalty Kicks: penalty kicks Save%,Standard: shoots on target percentage (SoT%),Standard: Shoot on Target per 90min (SoT/90),Standard: goals/shot (G/sh),Standard: average shoot distance (Dist),Total: passes completed (Cmp),Total: Pass completion (Cmp%),Total: progressive passing distance (TotDist),Short: Pass completion (Cmp%),Medium: Pass completion (Cmp%),Long: Pass completion (Cmp%),Expected: key passes (KP),Expected: pass into final third (1/3),Expected: pass into penalty area (PPA),Expected: CrsPA,Expected: PrgP,SCA: SCA,SCA: SCA90,GCA: GCA,GCA: GCA90,Tackles: Tkl,Tackles: TklW,Challenges: Att,Challenges: Lost,Blocks: Blocks,Blocks: Sh,Blocks: Pass,Blocks: Int,Touches: Touches,Touches: Def Pen,Touches: Def 3rd,Touches: Mid 3rd,Touches: Att 3rd,Touches: Att Pen,Take-Ons: Att,Take-Ons: Succ%,Take-Ons: Tkld%,Carries: Carries,Carries: ProDist,Carries: ProgC,Carries: 1/3,Carries: CPA,Carries: Mis,Carries: Dis,Receiving: Rec,Receiving: PrgR,Performance: Fls,Performance: Fld,Performance: Off,Performance: Crs,Performance: Recov,Aerial Duels: Won,Aerial Duels: Lost,Aerial Duels: Won%
Idrissa Gana Gueye,SEN,Everton,MF,35,34,32,2794,0,3,8,0,1.1,1.7,26,134,24,0.00,0.10,0.03,0.05,N/a,N/a,N/a,N/a,18.5,0.16,0.00,25.2,1116,86.5,18814,90.9,90.7,71.8,19,136,10,3,134,56,1.80,3,0.10,124,74,90,36,45,9,36,44,1640,69,385,943,321,20,36,47.2,47.2,781,1611,26,27,4,32,33,943,24,51,41,0,7,180,23,15,60.5
Igor,BRA,Brighton,DF,27,12,9,903,0,0,4,0,0.0,0.2,9,44,0,0.00,0.00,0.00,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.1,628,92.1,11358,96.5,95.2,71.4,1,35,2,1,44,11,1.10,0,0.00,4,4,10,6,23,14,9,4,764,109,377,353,38,1,4,75.0,25.0,497,1782,9,14,0,1,0,568,0,9,6,0,2,40,8,6,57.1
Iliman Ndiaye,SEN,Everton,FW,25,30,27,2252,7,0,3,0,5.2,1.6,81,50,115,0.28,0.00,0.21,0.06,N/a,N/a,N/a,N/a,40.6,0.52,0.16,17.4,543,80.8,8134,86.1,86.1,68.0,17,35,14,5,50,59,2.36,5,0.20,48,25,45,26,27,5,22,17,1000,34,202,411,435,77,137,46.0,46.7,575,2221,81,41,30,49,43,612,115,24,47,5,38,163,6,19,24.0
Illia Zabarnyi,UKR,Bournemouth,DF,22,33,32,2842,0,0,3,1,1.1,0.6,25,128,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,9.8,1262,81.6,26621,90.5,90.8,52.8,11,134,6,0,128,28,0.89,0,0.00,46,32,44,14,33,20,13,38,1869,218,860,961,69,13,8,62.5,25.0,1158,4449,25,20,0,14,3,1168,4,18,6,0,5,144,72,40,64.3
Ismaila Sarr,SEN,Crystal Palace,"MF,FW",27,34,26,2392,7,4,4,0,8.7,7.0,67,76,164,0.26,0.15,0.33,0.26,N/a,N/a,N/a,N/a,50.0,0.90,0.15,13.3,438,66.6,6582,74.8,70.8,47.7,37,26,36,8,76,97,3.65,9,0.34,21,10,23,16,22,7,15,8,954,39,156,367,441,118,51,29.4,52.9,526,1855,67,42,26,61,41,650,164,12,49,11,50,99,31,46,40.3
Issa Diop,FRA,Fulham,DF,28,21,15,1339,0,0,2,0,0.5,0.1,6,25,3,0.00,0.00,0.04,0.01,N/a,N/a,N/a,N/a,40.0,0.13,0.00,10.7,663,87.5,12350,92.5,92.9,52.9,3,43,1,0,25,6,0.40,0,0.00,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50.0,50.0,533,1216,6,2,0,9,2,617,3,10,4,0,1,45,20,12,62.5
Jack Clarke,ENG,Ipswich Town,"FW,MF",24,29,11,1056,0,4,2,0,1.0,2.0,32,35,47,0.00,0.34,0.08,0.17,N/a,N/a,N/a,N/a,14.3,0.17,0.00,19.4,266,76.4,4343,86.8,86.0,48.3,23,25,6,0,35,40,3.41,5,0.43,28,17,32,16,6,0,6,7,486,22,115,198,187,32,42,52.4,33.3,272,1015,32,18,9,20,18,293,47,15,21,3,13,67,7,14,33.3
Jack Grealish,ENG,Manchester City,"FW,MF",29,19,7,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,N/a,N/a,N/a,N/a,33.3,0.62,0.07,16.3,381,87.6,5676,93.2,87.8,69.2,24,23,16,0,52,47,5.87,2,0.25,9,5,5,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31.0,375,1714,69,23,46,10,16,422,118,5,25,0,20,26,1,7,12.5
Jack Harrison,ENG,Everton,FW,28,31,22,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0.00,0.16,0.17,N/a,N/a,N/a,N/a,22.2,0.28,0.04,16.3,379,63.1,6064,81.5,68.1,34.3,32,26,25,11,45,53,2.51,4,0.19,30,21,40,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,1491,64,34,14,50,37,562,116,13,26,4,118,65,4,26,13.3
Jack Hinshelwood,ENG,Brighton,"DF,MF",20,22,20,1676,2,2,5,0,1.5,1.3,16,60,46,0.11,0.11,0.08,0.07,N/a,N/a,N/a,N/a,42.9,0.32,0.14,14.3,800,83.4,12164,91.2,84.4,54.0,15,33,9,2,60,33,1.77,3,0.16,26,18,26,15,8,3,5,14,1100,49,307,505,293,26,9,11.1,77.8,539,1084,16,19,1,16,2,686,46,15,6,0,26,55,19,14,57.6
Jack Stephens,ENG,Southampton,DF,31,17,15,1209,1,0,2,2,0.6,0.2,13,53,2,0.07,0.00,0.04,0.01,N/a,N/a,N/a,N/a,50.0,0.15,0.25,11.0,785,92.0,13676,92.9,94.5,83.0,3,47,5,0,53,13,0.97,0,0.00,32,19,27,12,15,10,5,11,975,109,402,482,95,11,4,0.0,100.0,550,1207,13,12,1,3,3,689,2,12,4,1,1,41,6,8,42.9
Jack Taylor,IRL,Ipswich Town,MF,26,29,3,766,1,0,3,0,0.7,0.5,11,41,21,0.12,0.00,0.08,0.06,N/a,N/a,N/a,N/a,23.5,0.47,0.06,23.0,306,82.3,5426,86.9,88.0,55.0,5,29,8,1,41,21,2.46,2,0.23,20,10,23,11,10,3,7,9,477,28,140,259,89,8,9,44.4,33.3,232,755,11,10,1,10,6,303,21,16,4,0,6,48,7,7,50.0
Jacob Greaves,ENG,Ipswich Town,DF,24,22,22,1935,1,0,5,0,1.2,0.0,7,53,8,0.05,0.00,0.06,0.00,N/a,N/a,N/a,N/a,50.0,0.19,0.13,8.3,827,86.2,13641,93.1,89.5,41.9,2,63,1,0,53,13,0.60,0,0.00,36,19,33,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,969,7,9,0,8,2,739,8,12,19,1,1,48,65,38,63.1
Jacob Murphy,ENG,Newcastle Utd,FW,30,31,27,2084,8,11,3,0,5.6,8.1,69,63,210,0.35,0.48,0.24,0.35,N/a,N/a,N/a,N/a,36.6,0.65,0.20,18.1,593,68.2,8970,84.1,66.9,42.9,38,46,34,14,63,73,3.16,14,0.61,22,15,30,14,31,0,31,11,1112,20,158,409,556,83,62,48.4,46.8,652,2055,69,31,24,30,33,802,210,11,14,3,108,88,4,15,21.1
Jacob Ramsey,ENG,Aston Villa,"FW,MF",23,27,18,1516,1,3,2,0,1.5,2.1,57,67,105,0.06,0.18,0.09,0.13,N/a,N/a,N/a,N/a,22.2,0.24,0.06,16.8,478,85.4,6389,91.5,84.8,75.0,20,31,21,1,67,51,3.03,8,0.47,30,15,20,10,21,3,18,7,725,12,136,259,343,67,42,57.1,23.8,473,1627,57,31,19,39,21,552,105,12,25,5,10,77,6,10,37.5
Jaden Philogene Bidace,ENG,Aston Villa,"FW,MF",23,11,2,332,0,0,4,1,0.5,0.3,7,4,17,0.00,0.00,0.13,0.08,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.0,63,73.3,850,81.6,85.7,66.7,1,1,3,0,4,5,1.36,0,0.00,11,5,6,2,5,0,5,3,145,4,27,54,66,14,15,26.7,53.3,75,239,7,5,7,7,3,83,17,12,8,1,4,21,0,5,0.0
Jaden Philogene Bidace,ENG,Ipswich Town,"FW,DF",23,10,5,474,2,0,1,0,2.0,0.2,13,10,36,0.38,0.00,0.37,0.05,N/a,N/a,N/a,N/a,41.7,0.95,0.17,16.4,95,72.5,1536,84.4,73.2,50.0,5,7,4,3,10,9,1.71,0,0.00,14,7,15,7,11,1,10,10,220,10,53,68,101,18,18,27.8,61.1,127,305,13,3,5,11,10,133,36,8,10,1,13,23,5,3,62.5
Jadon Sancho,ENG,Chelsea,FW,25,28,18,1668,3,4,1,0,2.0,3.4,96,86,214,0.16,0.22,0.11,0.18,N/a,N/a,N/a,N/a,30.4,0.38,0.13,15.3,624,82.5,8433,89.2,84.0,50.0,35,25,46,0,86,65,3.51,10,0.54,10,6,12,7,9,0,9,2,915,11,114,267,544,116,95,47.4,40.0,619,2337,96,32,55,29,21,715,214,6,11,5,23,97,5,10,33.3
Jahmai Simpson-Pusey,ENG,Manchester City,DF,19,2,1,96,0,0,1,0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,N/a,N/a,N/a,N/a,N/a,0.00,N/a,N/a,107,93.0,1754,95.9,96.6,42.9,0,3,0,0,3,0,0.00,0,0.00,1,0,1,1,1,1,0,0,123,9,61,59,3,1,1,0.0,0.0,79,190,1,0,0,1,0,101,0,0,1,0,0,3,1,3,25.0
Jake O'Brien,IRL,Everton,DF,23,18,15,1391,2,0,5,0,0.7,0.6,7,43,24,0.13,0.00,0.05,0.04,N/a,N/a,N/a,N/a,60.0,0.19,0.40,11.5,509,78.3,9400,88.7,80.1,64.0,6,41,8,5,43,16,1.04,0,0.00,24,16,24,8,16,4,12,4,805,69,321,352,135,18,10,40.0,50.0,356,743,7,6,2,5,5,428,24,13,4,3,18,51,33,27,55.0
Jakub Kiwior,POL,Arsenal,DF,25,14,7,852,1,0,0,0,0.2,0.3,6,36,0,0.11,0.00,0.02,0.03,N/a,N/a,N/a,N/a,33.3,0.11,0.33,18.5,533,91.0,9289,94.6,95.1,54.5,3,47,3,0,36,7,0.74,0,0.00,13,7,11,3,8,5,3,3,658,66,214,391,53,4,4,75.0,25.0,377,861,6,5,1,3,1,501,0,8,3,1,1,19,8,7,53.3
Jakub Stolarczyk,POL,Leicester City,GK,24,7,7,630,0,0,1,0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,1.71,61.3,14.3,N/a,N/a,0.00,N/a,N/a,177,68.3,4773,100.0,98.4,43.0,0,2,0,0,1,0,0.00,0,0.00,2,1,2,1,0,0,0,0,277,208,272,6,0,0,0,N/a,N/a,156,430,0,0,0,1,0,158,0,0,0,0,0,8,4,0,100.0
James Bree,ENG,Southampton,DF,27,15,11,895,0,1,0,0,0.1,0.9,10,31,34,0.00,0.10,0.01,0.09,N/a,N/a,N/a,N/a,25.0,0.10,0.00,22.7,440,83.8,7028,90.9,88.4,51.1,10,26,6,5,31,15,1.51,1,0.10,15,10,17,10,8,3,5,8,602,42,194,263,150,10,8,50.0,25.0,319,713,10,11,0,6,4,389,34,2,4,0,24,56,12,5,70.6
James Garner,ENG,Everton,"MF,DF",24,18,14,1324,0,1,3,0,0.3,1.3,12,46,22,0.00,0.07,0.02,0.09,N/a,N/a,N/a,N/a,28.6,0.14,0.00,24.1,504,75.0,8821,85.2,83.5,46.5,12,50,6,3,46,33,2.24,5,0.34,41,27,35,16,15,3,12,17,819,36,196,417,213,9,16,37.5,62.5,399,684,12,15,1,12,7,451,22,18,14,0,52,64,10,8,55.6
James Hill,ENG,Bournemouth,DF,23,10,6,448,0,1,1,0,0.3,0.3,3,16,8,0.00,0.20,0.06,0.05,N/a,N/a,N/a,N/a,0.0,0.00,0.00,13.9,159,64.9,3098,76.1,77.3,36.2,3,20,6,0,16,8,1.61,1,0.20,15,8,11,8,5,0,5,9,319,19,99,167,54,8,2,50.0,50.0,146,295,3,6,0,2,0,179,8,7,5,0,10,13,14,12,53.8
James Justin,ENG,Leicester City,DF,27,33,31,2669,2,1,5,0,1.5,0.6,40,87,92,0.07,0.03,0.05,0.02,N/a,N/a,N/a,N/a,25.0,0.20,0.08,16.0,1092,77.8,16902,86.8,84.3,35.4,13,74,21,7,87,31,1.05,1,0.03,49,29,51,23,41,14,27,44,1774,134,615,804,365,37,29,31.0,44.8,794,1713,40,26,4,31,13,987,92,23,37,2,53,79,61,48,56.0
James Maddison,ENG,Tottenham,MF,28,31,21,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,N/a,N/a,N/a,N/a,43.6,0.85,0.23,16.7,1021,81.3,16664,90.9,86.2,46.3,41,123,32,5,164,95,4.73,18,0.90,31,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,45,39,20,23,25,1125,95,32,64,4,98,76,5,7,41.7
James Mcatee,ENG,Manchester City,"MF,FW",22,14,2,304,3,0,1,0,2.8,0.3,7,6,26,0.89,0.00,0.83,0.10,N/a,N/a,N/a,N/a,33.3,1.18,0.25,14.3,86,78.9,1301,85.5,88.1,33.3,2,7,2,0,6,3,0.89,1,0.30,4,2,7,6,8,0,8,2,151,2,17,60,75,20,7,28.6,71.4,83,189,7,5,1,5,1,108,26,5,3,0,5,8,2,3,40.0
James Milner,ENG,Brighton,MF,39,3,3,169,0,0,1,0,0.2,0.2,1,10,10,0.00,0.00,0.09,0.12,N/a,N/a,N/a,N/a,0.0,0.00,0.00,16.0,55,75.3,899,92.9,76.7,40.0,4,3,1,1,10,8,4.26,0,0.00,5,2,3,0,4,2,2,2,92,3,13,48,31,4,1,100.0,0.0,46,97,1,1,0,0,0,58,10,3,1,0,8,2,0,1,0.0
James Tarkowski,ENG,Everton,DF,32,33,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,N/a,N/a,N/a,N/a,26.7,0.12,0.07,8.4,1045,81.0,22119,84.5,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,35,28,2,1,98,102,33,75.6
James Ward-Prowse,ENG,West Ham,MF,30,11,9,802,0,1,2,0,0.5,1.1,9,45,4,0.00,0.11,0.06,0.12,N/a,N/a,N/a,N/a,28.6,0.22,0.00,20.7,523,87.6,8754,95.8,91.6,56.4,13,60,4,1,45,23,2.58,1,0.11,13,9,12,9,6,3,3,5,656,28,142,395,119,5,5,40.0,60.0,318,669,9,13,0,3,6,455,4,9,2,0,37,43,5,4,55.6
James Ward-Prowse,ENG,Nott'ham Forest,MF,30,9,5,400,0,1,2,1,0.1,1.1,1,16,3,0.00,0.23,0.01,0.25,N/a,N/a,N/a,N/a,50.0,0.23,0.00,29.0,145,79.7,2296,93.2,86.9,34.8,4,16,2,0,16,10,2.25,2,0.45,4,1,2,0,3,2,1,5,205,13,49,115,45,1,0,N/a,N/a,92,170,1,3,0,3,3,115,3,7,2,0,19,19,3,5,37.5
Jamie Vardy,ENG,Leicester City,FW,38,33,33,2655,8,3,5,0,10.6,2.9,27,20,110,0.27,0.10,0.36,0.10,N/a,N/a,N/a,N/a,42.3,0.75,0.13,12.4,243,66.8,3497,74.0,77.7,68.4,18,10,9,1,20,44,1.49,9,0.30,18,13,13,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,644,27,11,14,34,12,356,110,22,21,25,11,35,49,51,49.0
Jan Bednarek,POL,Southampton,DF,29,29,29,2441,2,0,7,0,0.7,0.5,5,59,2,0.07,0.00,0.02,0.02,N/a,N/a,N/a,N/a,40.0,0.07,0.40,16.0,1546,92.7,27420,95.4,94.7,76.5,5,72,1,0,59,16,0.59,0,0.00,35,18,30,15,44,33,11,54,2010,364,1059,917,41,15,3,100.0,0.0,1033,1719,5,5,1,9,3,1293,2,31,12,0,1,105,68,36,65.4
Jan Paul van Hecke,NED,Brighton,DF,24,30,29,2598,1,1,8,1,1.3,1.5,53,209,5,0.03,0.03,0.04,0.05,N/a,N/a,N/a,N/a,31.3,0.17,0.06,14.1,1795,87.9,35321,93.0,93.0,65.6,13,202,16,4,209,48,1.66,3,0.10,39,25,37,17,32,19,13,23,2316,246,987,1196,153,30,10,40.0,40.0,1536,6643,53,41,0,12,7,1628,5,22,22,0,11,119,73,48,60.3
Jannik Vestergaard,DEN,Leicester City,DF,32,18,16,1391,0,0,5,0,0.1,0.1,3,32,2,0.00,0.00,0.01,0.01,N/a,N/a,N/a,N/a,66.7,0.13,0.00,9.7,870,90.7,14697,95.0,93.7,59.3,3,34,1,0,32,7,0.45,0,0.00,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100.0,0.0,672,1458,3,3,0,2,0,757,2,12,4,0,0,46,26,19,57.8
Jarell Quansah,ENG,Liverpool,DF,22,11,2,315,0,0,1,0,0.1,0.1,2,12,4,0.00,0.00,0.03,0.02,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.9,206,90.4,3720,97.4,91.3,65.0,1,18,1,0,12,2,0.57,0,0.00,10,7,7,2,5,5,0,5,272,36,134,113,25,5,2,50.0,50.0,165,483,2,3,1,4,2,190,4,7,1,0,2,9,5,8,38.5
Jarrad Branthwaite,ENG,Everton,DF,22,28,26,2348,0,1,4,0,1.1,0.7,9,61,2,0.00,0.04,0.04,0.03,N/a,N/a,N/a,N/a,37.5,0.11,0.00,8.2,909,82.2,17777,90.3,90.5,55.3,3,80,2,0,61,13,0.50,2,0.08,36,20,27,7,30,22,8,23,1413,198,735,622,63,23,5,60.0,20.0,695,2259,9,13,2,8,3,827,2,10,17,1,5,84,53,38,58.2
Jarrod Bowen,ENG,West Ham,"FW,MF",28,30,30,2631,9,7,1,0,7.4,6.3,97,85,183,0.31,0.24,0.25,0.22,N/a,N/a,N/a,N/a,40.0,1.03,0.11,17.8,510,71.8,8497,83.9,76.4,55.1,49,37,42,7,85,102,3.49,13,0.44,36,23,37,20,21,3,18,16,1098,25,125,401,596,150,115,34.8,56.5,651,2295,97,43,55,67,68,718,183,18,47,9,100,120,11,44,20.0
Jason Steele,ENG,Brighton,GK,34,2,2,180,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.50,75.0,50.0,N/a,N/a,0.00,N/a,N/a,101,90.2,2321,100.0,96.9,65.4,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,0,83,0,0,1,0,0,7,1,1,50.0
Jean-Clair Todibo,FRA,West Ham,DF,25,23,16,1485,0,0,2,0,0.2,0.0,9,28,5,0.00,0.00,0.01,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,14.6,761,87.9,13519,93.3,94.8,45.3,2,40,1,0,28,5,0.30,0,0.00,36,22,30,7,23,12,11,20,1044,142,583,432,38,9,14,50.0,50.0,604,1354,9,5,0,9,8,714,5,10,5,0,2,62,23,23,50.0
Jean-Philippe Mateta,FRA,Crystal Palace,FW,27,33,30,2442,14,2,2,0,12.1,3.1,37,46,114,0.52,0.07,0.45,0.11,N/a,N/a,N/a,N/a,41.7,0.92,0.20,15.6,269,65.0,3557,76.4,62.5,31.8,27,31,15,2,46,56,2.06,8,0.29,17,12,16,13,16,3,13,2,680,24,57,327,310,86,42,42.9,47.6,363,894,37,20,8,67,41,502,114,27,26,17,24,60,59,95,38.3
Jean-Ricner Bellegarde,FRA,Wolves,"MF,FW",26,32,19,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,N/a,N/a,N/a,N/a,25.0,0.29,0.10,21.7,415,78.7,6398,89.2,80.9,56.4,26,27,17,8,39,53,3.08,10,0.58,37,22,19,6,19,3,16,10,756,24,139,339,295,45,60,23.3,51.7,464,1440,49,35,11,38,25,519,83,29,41,1,40,57,9,18,33.3
Jefferson Lerma,COL,Crystal Palace,"MF,DF",30,29,23,2030,0,1,8,0,1.0,1.5,11,86,24,0.00,0.04,0.04,0.06,N/a,N/a,N/a,N/a,29.2,0.31,0.00,19.4,775,75.5,13637,86.8,81.3,46.7,9,83,17,2,86,42,1.86,3,0.13,30,15,33,16,32,15,17,36,1269,95,403,653,223,26,12,50.0,33.3,596,1004,11,10,0,14,15,745,24,34,35,0,11,139,39,38,50.6
Jeffrey Schlupp,GHA,Crystal Palace,"MF,DF",32,12,0,103,0,0,0,0,0.2,0.2,4,5,9,0.00,0.00,0.14,0.14,N/a,N/a,N/a,N/a,50.0,1.75,0.00,17.7,39,78.0,591,84.2,78.3,50.0,3,4,2,0,5,7,6.06,0,0.00,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100.0,0.0,30,67,4,1,1,7,0,41,9,1,0,0,4,6,3,4,42.9
Jens Cajuste,SWE,Ipswich Town,MF,25,27,23,1783,1,0,2,0,0.5,0.6,23,46,16,0.05,0.00,0.02,0.03,N/a,N/a,N/a,N/a,10.0,0.05,0.10,21.3,576,82.4,9518,88.9,85.8,50.0,11,45,5,1,46,30,1.51,1,0.05,39,19,47,28,24,9,15,25,911,59,263,477,185,11,46,54.3,32.6,421,1182,23,21,3,21,14,522,16,21,21,0,9,99,12,21,36.4
Jeremy Doku,BEL,Manchester City,"FW,MF",22,26,15,1397,3,6,1,0,1.0,4.4,189,66,259,0.19,0.39,0.07,0.28,N/a,N/a,N/a,N/a,37.5,0.58,0.13,18.2,558,79.3,7829,86.2,82.4,66.7,28,12,44,5,66,68,4.38,13,0.84,28,19,14,7,10,1,9,4,944,4,42,220,705,135,185,55.1,29.2,731,4355,189,88,90,52,55,786,259,7,31,5,51,57,0,11,0.0
Jesper Lindstrøm,DEN,Everton,FW,25,25,15,1239,0,1,2,0,2.1,2.0,30,25,81,0.00,0.07,0.15,0.15,N/a,N/a,N/a,N/a,35.7,0.73,0.00,21.0,297,69.4,4593,86.2,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,15,10,1,71,70,6,12,33.3
Joachim Andersen,DEN,Fulham,DF,28,26,26,2313,0,0,5,1,1.0,0.3,13,105,2,0.00,0.00,0.04,0.01,N/a,N/a,N/a,N/a,23.5,0.16,0.00,15.2,1485,82.8,32866,91.2,93.6,55.1,3,176,6,3,105,30,1.17,2,0.08,25,17,20,7,33,26,7,30,2088,292,1084,924,93,20,6,66.7,0.0,1210,2997,13,14,1,6,3,1447,2,15,17,0,10,106,63,36,63.6
Joe Aribo,NGA,Southampton,"MF,DF",28,30,20,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0.00,0.13,0.07,N/a,N/a,N/a,N/a,41.2,0.33,0.18,14.0,878,88.5,13041,91.3,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,20,28,1,10,110,25,21,54.3
Joe Gomez,ENG,Liverpool,DF,27,9,6,519,0,0,1,0,0.3,0.1,5,35,2,0.00,0.00,0.06,0.02,N/a,N/a,N/a,N/a,66.7,0.35,0.00,11.9,377,88.7,6689,91.2,93.6,61.9,2,29,0,0,35,5,0.87,1,0.17,13,10,16,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,5,2,1,1,2,335,2,2,3,0,2,34,9,4,69.2
Joe Lumley,ENG,Southampton,GK,30,3,3,270,0,0,0,0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,2.33,65.0,0.0,N/a,N/a,0.00,N/a,N/a,106,70.2,2342,95.5,91.3,35.6,0,2,0,0,0,0,0.00,0,0.00,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,0,108,0,0,0,0,0,2,2,1,66.7
Joe Willock,ENG,Newcastle Utd,"MF,FW",25,29,10,953,0,2,2,0,1.5,1.9,34,35,76,0.00,0.19,0.14,0.18,N/a,N/a,N/a,N/a,18.8,0.28,0.00,15.7,262,81.9,3708,88.6,86.0,42.1,21,23,8,0,35,41,3.88,4,0.38,25,14,28,10,22,5,17,5,472,12,70,198,212,47,32,34.4,46.9,282,892,34,23,12,33,22,327,76,20,12,3,16,35,5,13,27.8
Joelinton,BRA,Newcastle Utd,"MF,FW",28,29,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,N/a,N/a,N/a,N/a,28.9,0.49,0.09,14.0,863,82.7,12199,87.7,86.6,60.0,23,80,17,2,116,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,58,35,7,16,149,59,46,56.2
John McGinn,SCO,Aston Villa,"MF,FW",30,31,25,2052,1,4,7,0,2.9,3.5,31,96,73,0.04,0.18,0.13,0.15,N/a,N/a,N/a,N/a,19.2,0.22,0.04,16.2,658,82.5,11149,91.5,86.4,59.0,29,66,27,7,96,68,2.98,7,0.31,31,22,27,16,21,2,19,15,999,28,158,532,319,52,44,40.9,27.3,550,1196,31,16,6,33,25,702,73,43,67,3,54,94,16,11,59.3
John Stones,ENG,Manchester City,"DF,MF",30,11,6,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0.00,0.07,0.01,N/a,N/a,N/a,N/a,100.0,0.33,1.00,5.1,367,91.1,6382,94.4,92.5,77.5,2,42,0,0,21,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100.0,0.0,292,1183,10,14,0,2,0,333,2,2,2,0,0,22,8,6,57.1
Jonny Evans,NIR,Manchester Utd,DF,37,6,3,290,0,0,1,0,0.1,0.0,1,8,2,0.00,0.00,0.03,0.00,N/a,N/a,N/a,N/a,0.0,0.00,0.00,8.4,174,88.8,2809,94.3,90.0,50.0,0,9,1,0,8,2,0.62,0,0.00,7,5,4,2,2,1,1,4,223,30,125,91,11,2,1,100.0,0.0,128,183,1,0,0,1,0,137,2,5,6,0,0,15,8,3,72.7
Jordan Ayew,GHA,Leicester City,"FW,MF",33,27,16,1425,5,0,5,0,3.0,1.0,42,37,77,0.32,0.00,0.19,0.06,N/a,N/a,N/a,N/a,28.6,0.51,0.14,18.8,352,72.9,5228,86.5,73.7,38.9,14,22,12,7,37,35,2.21,2,0.13,24,13,19,13,16,0,16,12,707,18,92,356,281,49,58,37.9,51.7,426,1281,42,31,9,52,34,474,77,29,48,6,57,86,33,54,37.9
Jordan Pickford,ENG,Everton,GK,31,35,35,3150,0,1,7,0,0.0,0.4,0,0,0,0.00,0.03,0.00,0.01,1.23,71.1,28.6,100.0,N/a,0.00,N/a,N/a,971,66.5,30852,99.3,98.4,46.3,2,68,8,0,0,12,0.34,2,0.06,1,0,2,1,0,0,0,1,1561,1009,1494,68,0,0,0,N/a,N/a,895,3246,0,0,0,2,0,788,0,0,7,0,0,31,4,1,80.0
